,exclusivity_code,exclusivity_code_desc,edition
11085,I-635,ADJUNCTIVE TREATMENT WITH LONG-ACTING ORAL PSYCHOSTIMULANTS FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),2013
11086,I-636,TREATMENT OF EXTERNAL GENITAL AND PERIANAL WARTS/CONDYLOMA ACUMINATA IN PATIENTS 12 YEARS OR OLDER,2013
11087,I-637,USE IN COMBINATION CHEMOTHERAPY WITH 5-FLUOROURACIL IN THE PALLIATIVE TREATMENT OF PATIENTS WITH ADVANCED METASTATIC COLORECTAL CANCER,2013
11088,I-638,"FOR PATIENTS WITH PROGRESSIVE NEUROENDOCRINE TUMORS OF PANCREATIC ORIGIN (PNET) THAT ARE UNRESECTABLE, LOCALLY ADVANCED, OR METASTATIC.",2013
11089,I-639,"TREATMENT OF PROGRESSIVE, WELL-DIFFERENTIATED PANCREATIC NEUROENDOCRINE TUMORS IN PATIENTS WITH UNRESECTABLE, LOCALLY ADVANCED, OR METASTATIC DISEASE",2013
11090,I-640,MAINTENANCE OF REMISSION OF ULCERATIVE COLITIS,2013
11091,I-641,TREATMENT OF THE SIGNS AND SYMPTOMS OF BENIGN PROSTATIC HYPERPLASIA (BPH),2013
11092,I-642,TREATMENT OF ERECTILE DYSFUNCTION (ED) AND THE SIGNS AND SYMPTOMS OF BENIGN PROSTATIC HYPERPLASIA (BPH),2013
11093,I-643,REDUCE THE RISK OF STROKE AND SYSTEMIC EMBOLISM IN PATIENTS WITH NONVALVULAR ATRIAL FIBRILLATION.,2013
11094,I-644,MONOTHERAPY IN PATIENTS 13 YEARS OF AGE AND OLDER WITH PARTIAL SEIZURES WHO ARE RECEIVING THERAPY WITH A SINGLE ANTIEPILEPTIC DRUG (AED),2013
11095,I-645,MAINTENANCE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD) IN ADULTS,2013
11096,I-646,SIGNS AND SYMPTOMS OF ADVANCED PARKINSON'S DISEASE (APD),2013
11097,I-647,SIGNS AND SYMPTOMS OF MODERATE TO SEVERE PRIMARY RESTLESS LEGS SYNDROME (RLS),2013
11098,I-648,TREATMENT OF HEAVY MENSTRUAL BLEEDING IN WOMEN WITHOUT ORGANIC PATHOLOGY WHO CHOOSE TO USE AN ORAL CONTRACEPTIVE AS THEIR METHOD OF CONTRACEPTION,2013
11099,I-649,TREATMENT OF PATIENTS WITH ADVANCED SOFT TISSUE SARCOMA (STS) WHO HAVE RECEIVED PRIOR CHEMOTHERAPY,2013
11100,I-650,"TREATMENT OF ADULTS WITH RENAL ANGIOMYOLIPOMA AND TUBEROUS SCLEROSIS COMPLEX (TSC), NOT REQUIRING IMMEDIATE SURGERY",2013
11101,I-651,MANAGEMENT OF NEUROPATHIC PAIN ASSOCIATED WITH SPINAL CORD INJURY,2013
11102,I-652,MANAGEMENT OF POSTHERPETIC NEURALGIA,2013
11103,I-653,TREATMENT OF ENDOGENOUS ANTERIOR UVEITIS,2013
11104,I-654,MAGNETIC RESONANCE ANGIOGRAPHY (MRA) TO EVALUATE ADULTS WITH KNOWN OR SUSPECTED RENAL OR AORTO-ILIO-FEMORAL OCCLUSIVE VASCULAR DISEASE,2013
11105,I-655,"TREATMENT OF POSTMENOPAUSAL WOMEN WITH ADVANCED HORMONE RECEPTOR-POSITIVE,HER2-NEGATIVE BREAST CANCER (ADVANCED HR+BC) IN COMBINATION WITH EXEMESTANE, AFTER FAILURE OF TREATMENT WITH LETROZOLE OR ANASTROZOLE",2013
11106,I-656,"MANAGEMENT OF NEUROPATHIC PAIN ASSOCIATED WITH DIABETIC PERIPHERAL NEUROPATHY (DPN) IN ADULTS WHEN A CONTINUOUS, AROUND-THE-CLOCK OPIOID ANALGESIC IS NEEDED FOR AN EXTENDED PERIOD OF TIME",2013
11107,I-657,PLAQUE PSORIASIS OF THE SCALP,2013
11108,I-658,"FIRST-LINE TREATMENT OF LOCALLY ADVANCED OR METASTATIC NON-SMALL CELL LUNG CANCER, IN COMBINATION WITH CARBOPLATIN, IN PATIENTS WHO ARE NOT CANDIDATES FOR CURATIVE SURGERY OR RADIATION THERAPY",2013
11109,I-659,PLAQUE PSORIASIS OF THE BODY,2013
11110,I-660,TREATMENT OF DEEP VEIN THROMBOSIS,2013
11111,I-661,TREATMENT OF PULMONARY EMBOLISM,2013
11112,I-662,REDUCTION IN RISK FOR DEEP VEIN THROMBOSIS AND THE REDUCTION IN RISK FOR PULMONARY EMBOLISM,2013
11113,I-663,IN COMBINATION WITH PREDNISONE FOR THE TREATMENT OF PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER,2013
11114,I-664,TREATMENT OF THROMBOCYTOPENIA IN PATIENTS WITH CHRONIC HEPATITIS C TO ALLOW THE INITIATION AND MAINTENANCE OF INTERFERON-BASED THERAPY,2013
11115,M-1,INFORMATION REGARDING SUPERIORITY CLAIM OVER RANITIDINE FOR DAY AND NIGHT HEARTBURN ADDED TO CLINICAL STUDIES SECTION,2013
11116,M-2,APPROVAL FOR ADDTION TO CLINICAL PHARMACOLOGY SECTION OF THE LABEL REGARDING (1) IMPROVEMENT IN BONE MINERAL DENSITY IN CHILDHOOD-ONSET ADULT GROWTH HORMONE DEFICIENT PATIENTS AND (2) INCREASES IN SERUM ALKALINE PHOSPHATASE,2013
11117,M-3,ADDITION OF EFFICACY AND SAFETY INFORMATION IN WHICH FOSAMAX WAS USED CONCOMITANTLY WITH ESTROGEN ALONE OR WITH ESTROGEN PLUS PROGESTIN,2013
11118,M-4,CHANGES TO PEDIATRIC USE SECTION TO PROVIDE INFORMATION REGARDING SAFETY AND EFFICACY IN PEDIATRIC PATIENTS AS YOUNG AS 2 YEARS OLD,2013
11119,M-5,INFORMATION REGARDING EFFECTS IN PATIENTS WITH ASTHMA ON CONCOMITANT INHALED CORTICOSTEROIDS IN CLINICAL PHARMACOLOGY SECTION,2013
11120,M-6,ADDITIONAL INFORMATION REGARDING CLINICAL STUDIES DONE WITH GLUCOPHAGE/GLYBURIDE COMBINATION ADDED TO CLINICAL PHARMACOLOGY AND DOSING AND ADMINISTRATION,2013
11121,M-7,CLINICAL PHARMACOLOGY IN PEDIATRIC PATIENTS; DOSAGE AND ADMINISTRATION INFORMATION,2013
11122,M-8,ADDITIONAL INFORMATION FOR THE USE OF SONATA CAPSULES FOR UP TO 5 WEEKS (35 NIGHTS) OF TREATMENT IN A CONTROLLED TRIAL SETTING,2013
11123,M-9,"ADDITION TO THE CLINICAL STUDIES SECTION OF THE LABELING OF TEXT AND TWO TABLES CONTAINING INFORMATION FOR THE PRESCRIBING PHYSICIAN ON BLOOD PRESSURE, HEART RATE, AND HEART RATE VARIABILITY",2013
11124,M-10,INFORMATION REGARDING MAINTENANCE OF AN ANTIDEPRESSANT EFFECT UP TO 1 YEAR OF DOSING,2013
11125,M-11,USE FOR LONG-TERM TREATMENT OF POSTTRAUMATIC STRESS DISORDER,2013
11126,M-12,NEW LANGUAGE FOR PEDIATRIC USE,2013
11127,M-13,"INFORMATION FROM PEDIATRIC STUDIES ADDED TO CLINICAL PHARMACOLOGY, PRECAUTIONS, AND DOSAGE AND ADMINISTRATION",2013
11128,M-14,ADDITIONAL CLINICAL TRIAL INFORMATION ADDED TO PEDIATRIC USE SUBSECTION,2013
11129,M-15,LONGER TERM EFFICACY INFORMATION FOR RISPERIDONE IN THE TREATMENT OF SCHIZOPHRENIA,2013
11130,M-16,CHANGE IN WORDING OF THE PEDIATRIC SECTION OF THE PACKAGE INSERT,2013
11131,M-17,INFORMATION REGARDING USE OF ULTANE IN PEDIATRIC PATIENTS WITH CONGENITAL HEART DISEASE,2013
11132,M-18,INFORMATION DENOTING THE EFFICACY OF REMERON IN MAINTAINING A RESPONSE IN PATIENTS WITH MAJOR DEPRESSIVE DISORDER (MDD),2013
11133,M-19,INFORMATION REGARDING USE IN PEDIATRIC PATIENTS TWO YEARS OF AGE AND OLDER,2013
11134,M-20,LABELING REVISIONS RELATED TO MCCUNE ALBRIGHT SYNDROME,2013
11135,M-21,COMPARISON DATA ON THE ANTIHYPERTENSIVE EFFECTS OF ATACAND AND COZAAR,2013
11136,M-22,CHANGE IN TIME TO ONSET OF ACTION,2013
11137,M-23,"INFORMATION REGARDING ELIMINATION ADDED TO CLINICAL PHARMACOLOGY, STUDY RESULTS IN PATIENTS WITH HEPATIC AND RENAL IMPAIRMENT",2013
11138,M-24,INFORMATION ON RESULTS OF A LONG TERM LONGITUDINAL GROWTH STUDY AND PEDIATRIC SAFETY INFORMATION,2013
11139,M-25,ADDITIONAL SAFETY & PK INFORMATION IN CHILDREN 6 MONTHS TO LESS THAN 6 YEARS OF AGE ADDED TO PKG INSERT,2013
11140,M-26,INCORPORATION OF INFORMATION CONTAINED IN THE PEG-INTRON PACKAGE INSERT INTO THE REBETOL PACKAGE INSERT AND MEDGUIDE-PEG-INTRON WAS APPROVED FOR USE IN COMBINATION WITH REBETOL FOR TREATMENT OF CHRONIC HEPATITIS C VIRUS INFECTION ON 8/7/01,2013
11141,M-27,INFORMATION DESCRIBING ASPIRIN ENDOSCOPY STUDY AND THE MAXIMUM RECOMMENDED DOSE FOR PATIENTS WITH MODERATE HEPATIC INSUFFICIENCY,2013
11142,M-28,INFORMATION FROM A STUDY IN PEDIATRIC PATIENTS IN ASSOCIATION WITH A NEUROLOGICAL CONDITION,2013
11143,M-29,LABELING CHANGES TO PROVIDE INFORMATION IN THE MANAGEMENT OF OBESITY IN ADOLESCENTS AGED 12 TO 16 YEARS,2013
11144,M-30,"CHANGES TO CLINICAL PHARMACOLOGY, PRECAUTIONS, AND DOSAGE AND ADMINISTRATION SECTIONS OF LABELING CONCERNING USE OF LOTENSIN IN PEDIATRIC PATIENTS WITH HYPERTENSION",2013
11145,M-31,INFORMATION FOR USE IN PEDIATRIC PATIENTS WITH CHRONIC KIDNEY DISEASE STAGE 5 (END-STAGE RENAL DISEASE),2013
11146,M-32,ADDITIONAL LANGUAGE TO CLINICAL PHARMACOLOGY AND CLINICAL STUDIES,2013
11147,M-33,INFORMATION FOR USE OF ADVAIR DISKUS 100/50 IN CHILDREN 4 TO 11 YEARS OF AGE WITH ASTHMA,2013
11148,M-34,EXPANDED INFORMATION TO PEDIATRIC USE SUBSECTION OF LABELING IN RESPONSE TO PEDIATRIC WRITTEN REQUEST,2013
11149,M-35,"ADDITIONAL INFORMATION REGARDING CLINICAL STUDIES DONE WITH ACTOS IN COMBINATION WITH METFORMIN, A SULFONYLUREA, OR INSULIN ADDED TO CLINICAL PHARMACOLOGY",2013
11150,M-36,ADDITION OF INFORMATION TO CLINICAL STUDIES REGARDING PREVENTION OF CARDIOVASCULAR DISEASE,2013
11151,M-37,INFORMATION ADDED TO THE LABELING THAT DETAILS INFORMATION RELATIVE TO STUDIES DONE IN PEDIATRIC POPULATIONS IN THE CLINICAL PHARMACOLOGY AND PEDIATRIC USE SUBSECTIONS,2013
11152,M-38,"SAFETY AND IOP-LOWERING EFFECTS OF TRUSOPT HAVE BEEN DEMONSTRATED IN PEDIATRIC PATIENTS IN A 3 MONTH, MULTI-CENTER DOUBLE MASKED ACTIVE-TREATMENT-CONTROLLED TRIAL",2013
11153,M-39,FOR LABELING CHANGES BASED ON RESULTS OF THE SPD422-202 CLINICAL STUDY REPORT (CSR) SUBMITTED IN RESPONSE TO THE WRITTEN REQUEST,2013
11154,M-40,ADDITIONAL INFORMATION REGARDING CLINICAL STUDIES PERFORMED IN PEDIATRIC PATIENTS WITH LEUKEMIA ADDED TO PRECAUTIONS,2013
11155,M-41,"REVISION TO THE PEDIATRIC USE PRECAUTIONS OF THE PRESCRIBING INFORMATION TO INCORPORATE THE RESULTS FROM THE CAPPS-169 STUDY ENTITLED ""THE EFFECT OF ORTHO TRICYCLEN ON BONE MINERAL DENISTY IN PEDIATRIC SUBJECTS WITH ANOREXIA NERVOSA""",2013
11156,M-42,ADDITION OF A GERIATRIC USE SUBSECTION TO THE PRECAUTIONS SECTION OF THE PACKAGE INSERT AND GERIATRIC DOSING INFORMATION,2013
11157,M-43,"INCLUSION OF RESULTS OF STUDY-""PLACEBO-CONTROLLED STUDY TO EVALUATE SAFETY AND PILOT EFFICACY OF ILOPROST AS ADD ON THERAPY WITH BOSENTAN IN SUBJECTS WITH PULMONARY ARTERIAL HYPERTENSION",2013
11158,M-44,CLINICAL INFORMATION ADDED TO THE PEDIATRIC USE SUBSECTION OF PRECAUTIONS REGARDING THE USE OF NOVOLOG IN ADOLESCENTS WITH TYPE I DIABETES AGE 6 TO 18,2013
11159,M-45,INFORMATION ADDED TO CLINICAL TRIALS SECTION OF LABELING -EFFECTS OF HUMATROPE TREATMENT IN ADULTS WITH GROWTH HORMONE DEFICIENCY,2013
11160,M-46,PROVISION OF RESULTS OF STUDY AND PROPOSED REVISIONS TO PACKAGE INSERT SEE SECTION ON CARDIAC ELECTROPHYSIOLOGY,2013
11161,M-47,PROVIDES FOR USE OF ANTARA WITHOUT REGARD TO MEALS,2013
11162,M-48,CHANGES TO THE LABELING DESCRIBING THE RESULTS OF A STUDY OF THE USE OF NOVOLOG MIX 70/30 WITH ORAL ANTIDIABETIC AGENTS IN PATIENTS WITH TYPE 2 DIABETES,2013
11163,M-49,CLINICAL DATA ADDED TO THE CLINICAL PHARMACOLOGY SECTION REGARDING EFFECT OF SINGULAIR ON GROWTH RATES IN PREPUBERTAL CHILDREN,2013
11164,M-50,"NEW INFO TO THE CLINICAL STUDIES, ADULT GROWTH HORMONE DEFICIENCY (GHD) SUBSECTION OF THE NUTROPIN AQ PACKAGE INSERT DESCRIBING THE EFFECTS OF SOMATROPIN ON VISCERAL ADIPOSE TISSUE IN THE ADULT GROWTH HORMONE DEFICIENT PATIENT POPULATION",2013
11165,M-51,INFORMATION ADDED TO LABELING REGARDING OSTEOGENESIS IMPERFECTA STUDY,2013
11166,M-52,INFORMATION ADDED TO THE CLINICAL PHARMACOLOGY/CLINICAL STUDIES SECTION REGARDING THE USE OF RISEDRONATE ADMINISTERED ONCE A WEEK IN THE PREVENTION OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,2013
11167,M-53,FOR LABELING CHANGES TO THE QUALITY OF LIFE (QOL) STATEMENT IN THE APPROVED PACKAGE INSERT,2013
11168,M-54,INFORMATION FROM PEDIATRIC STUDIES ADDED TO LABEL,2013
11169,M-55,INFORMATION ON RESULTS OF A STUDY OF THE USE OF SANDOSTATIN LAR DEPOT IN PEDIATRIC PATIENTS WITH HYPOTHALAMIC OBESITY.,2013
11170,M-56,"INFORMATION ADDED TO CLINICAL TRIAL SECTION WITH INFORMATION ON ""GEMINI"" TRIAL",2013
11171,M-57,CLINICAL DATA ADDED TO THE CLINICAL PHARMACOLOGY SECTION REGARDING THE PHARMACOKINETICS OF EZETIMIBE IN ASIAN SUBJECTS,2013
11172,M-58,"CHANGES TO THE CLINICAL STUDIES, PRIMARY HYPERCHOLESTEROLEMIA, VYTORIN SUBSECTION OF THE PACKAGE INSERT TO ADD EFFICACY DATA FOR THE EZETIMIBE/SIMVASTATIN COMBINATION PRODUCT AND FOR AN ATORVASTATIN PRODUCT ON LDL-C AND OTHER LIPID PRMTRS",2013
11173,M-59,"RESULTS OF THE T20-310 STUDY WHICH EVALUATED THE PHARMACOKINETICS, SAFETY, AND ANTIVIRAL ACTIVITY OF FUZEON IN TREATMENT EXPERIENCED PEDIATRIC SUBJECTS AND ADOLSCENTS WAS ADDED TO THE PEDIATRIC SUBSECTION OF PRECAUTIONS",2013
11174,M-60,"CHANGES TO CLINICAL STUDIES, PRIMARY HYPERCHOLESTEROLEMIA, TO ADD EFFICACY DATA FOR THE EZETIMIBE/SIMVASTATIN COMBINATION PRODUCT AND FOR A ROSUVASTATIN PRODUCT ON LDL-C AND OTHER LIPID PARAMETERS IN PATIENTS WTH HYPERCHOLESTEROLEMIA",2013
11175,M-61,REVISIONS TO LABELING BASED ON DATA SUBMITTED IN RESPONSE TO PEDIATRIC WRITTEN REQUEST,2013
11176,M-62,CLINICAL INFORMATION FROM ONE CLINICAL STUDY INVESTIGATING THE USE OF AVANDAMET PLUS INSULIN IN PATIENTS WITH TYPE 2 DIABETES MELLITUS WHO HAVE NOT ACHIEVED ADEQUATE GLYCEMIC CONTROL WITH PREVIOUS ANTI-DIABETIC THERAPIES,2013
11177,M-63,DETAILED INFORMATION ON AN INCONCLUSIVE PEDIATRIC STUDY,2013
11178,M-64,CHANGES TO CLINICAL PHARMACOLOGY DETAILING STUDY RESULTS,2013
11179,M-65,ADDITION OF INFORMATION TO LABEL TO INCLUDE INFORMATION REGARDING USE IN PATIENTS WITH HIV-ASSOCIATED ADIPOSE REDISTRIBUTION SYNDROME (HARS),2013
11180,M-66,USE IN SPECIFIC POPULATIONS -PATIENTS WITH CONCOMITANT ILLNESS SUBSECTION OF THE LABELING REGARDING USE OF STRATTERA IN PATIENTS WITH ADHD WHO HAVE COMORBID TIC DISORDER,2013
11181,M-67,INDICATION EXPANDED TO INCLUDE PATIENTS ON PERITONEAL DIALYSIS,2013
11182,M-68,DESCRIPTION OF RESULTS OF STUDY OF INITIAL THERAPY IN COMBINATION WITH METFORMIN WHEN DIET AND EXERCISE DO NOT PROVIDE GLYCEMIC CONTROL,2013
11183,M-69,RESULTS OF STUDY OF COMBINATION THERAPY AND NON-INFERIORITY STUDY,2013
11184,M-70,PROVISION OF INFORMATION OF THE RESULTS OF A PHASE 2 RANDOMIZED TRIAL OF SPRYCEL 70MG TWICE DAILY OR IMATINIB 800MG DAILY,2013
11185,M-71,REVISIONS TO PROVIDE FOR RESULTS OF MAINTENANCE DATA IN ADULT PATIENTS WITH MAJOR DEPRESSIVE DISORDER,2013
11186,M-72,INFORMATION ABOUT USE OF INSPRA (EPLERENONE) FOR HYPERTENSION IN PEDIATRIC PATIENTS,2013
11187,M-73,NEW INFORMATION ADDED REGARDING THE TUMOR SHRINKING POTENTIAL OF SANDOSTATIN LAR DEPOT INJECTION ON GH -SECRETING PITUITARY ADENOMAS,2013
11188,M-74,REVISIONS TO CLINICAL STUDIES -CHILDREN AND ADOLSCENTS BASED ON CLINICAL TRIAL DATA TO SUPPORT A DURATION OF ACTION CLAIM UP TO 12 HOURS,2013
11189,M-75,PROVISION FOR USE OF ARGAGATROBAN IN CERTAIN PEDIATRIC PATIENTS WITH HEPARIN-INDUCED THROMBOCYTOPENIA (HIT) OR HEPARIN-INDUCED THROMBOCYTOPENIA WITH THROMBOSIS (HITTS),2013
11190,M-76,REMOVAL OF SCREEN REQUIREMENT IN PTS WITH G6PD DEFICIENCY PRIOR TO INITIATING ACZONE TREATMENT; REMOVAL OF BLOOD COUNT & RETICULOCYTE MONITORING DURING TREATMENT IN G6PD DEFICIENT PTS AND IN PATIENTS WITH HISTORY OF ANEMIA,2013
11191,M-77,"USE IN COMBINATION WITH THE NEW AKTILITE CL128 LAMP FOR THE TREATMENT OF THIN AND MODERATELY THICK, NON-HYPERKERATOTIC, NON-PIGMENTED ACTINIC KERATOSES OF THE FACE AND SCALP IN IMMUNOCOMPETENT PATIENTS",2013
11192,M-78,CLINICAL TRIAL INFO ON USE OF STRATTERA IN PATIENTS WITH ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD) AND COMORBID ANXIETY DISORDER WITHOUT CAUSING WORSENING OF ANXIETY,2013
11193,M-79,LABELING REVISIONS RELATED TO SMOKING AND ERLOTIMB EXPOSURE,2013
11194,M-80,ADDITIONAL TIME POINT OF 30 MINUTES (0.5 HOUR) IN CHILDREN AGED 6-12 YEARS WITH A DIAGNOSIS OF ATTENTION-DEFICIT HYPERACTIVITY DISORDER (ADHD),2013
11195,M-81,"ADDITIONAL INFO FOR PEDIATRIC USE FOR CASODEX (STUDIED IN COMBINATION WITH ARIMIDEX) IN THE PEDIATRIC POPULATION, SPECIFICALLY BOYS WITH FAMILIAL MALE-LIMITED PRECOCIOUS PUBERTY (TESTOXICOSIS)",2013
11196,M-82,LABELING REVISIONS RELATED TO CLINICAL STUDIES,2013
11197,M-83,ADDITIONAL INFORMATION ADDED TO LABELING REGARDING ESTABLISHMENT OF EFFICACY IN ADDITIONAL CLINICAL TRIALS AND ONE MAINTENANCE TRIAL,2013
11198,M-84,STUDY INFORMATION ADDED TO LABEL REGARDING BONE MINERAL DENSITY,2013
11199,M-85,INFORMATION ADDED TO LABELING REGARDING USE OF PREVACID IN PATIENTS LESS THAN 1 YEAR WITH SYMPTOMATIC GERD,2013
11200,M-86,LABELING CHANGES SUBMITTED IN RESPONSE TO PEDIATRIC WRITTEN REQUEST FOR INFANTS AGES BIRTH TO 11 MONTH INCLUSIVE REFLECTING LACK OF EFFICACY FOR GERD INDICATION FOR THIS PATIENT POPULATION,2013
11201,M-87,INCLUSION OF RESULTS FROM TWO DRUG INTERACTION STUDIES WITH LIPITOR AND CRESTOR IN CLINICAL PHARMACOLOGY SECTION,2013
11202,M-88,ADDITION OF INFORMATION REGARDING ABUSE POTENTIAL OF CONCERTA VERSUS IMMEDIATE-RELEASE METHYLPHENIDATE,2013
11203,M-89,PROVIDES FOR REVISIONS TO MULTIPLE SECTIONS OF THE PACKAGE INSERT TO REFLECT RESULTS OF CLINICAL TRIALS 205.235 (UPLIFT) AND 205.266 (VA STUDY) IN SUPPORT OF EXACERBATION CLAIM,2013
11204,M-90,LABELING CHANGES BASED ON DATA FROM CLINICAL STUDIES NV20235 AND NV20236 STUDIES OF SEASONAL PROPHYLAXIS OF INFLUENZA IN IMMUNOCOMPROMISED PATIENTS AND CHILDREN AGES 1-12,2013
11205,M-91,"UPDATED LABELING BASED UPON STUDY: A SINGLE-DOSE, SINGLE-BLIND, PLACEBO-AND MOXIFLOXACIN-CONTROLLED 2-PERIOD, RANDOMIZED, CROSSOVER, 3RD PERIOD SEQUENTIAL STUDY OF SIDE EFFECTS OF TEMSIROLIMUS ON CARDIAC REPOLARIZATION IN HEALTHY SUBJECTS",2013
11206,M-92,"UPDATES TO THE PACKAGE INSERT BASED UPON THE TRIAL ENTITLED ""A PHASE I PHARMACOKINETIC AND PHARMACODYNAMIC STUDY OF TEMSIROLIMUS IN PATIENTS WITH ADVANCED MALIGNANCIES AND NORMAL AND IMPAIRED LIVER FUNCTION",2013
11207,M-93,EXPANSION OF LABELING TO INCLUDE INFORMATION ON SAFETY AND EFFICACY OF CREON IN PATIENTS AGES 7 YEARS THROUGH 11 YEARS WITH PANCREATIC EXOCRINE INSUFFICIENCY DUE TO CYSTIC FIBROSIS,2013
11208,M-94,INFO ADDED TO LABEL RELATED TO NEWLY DIAGNOSED PHILADELPHIA CHROMOSOME POSITIVE (PH+) CHRONIC MYELOID LEUKEMIA IC CHRONIC PHASE,2013
11209,M-95,INFORMATION FOR TREATMENT OF CHRONIC HEPATITIS B (CHB) IN ADULT PATIENTS WITH DECOMPENSATED LIVER DISEASE BASED ON DATA FROM CLINICAL TRIAL GS-US-174-0108,2013
11210,M-96,UPDATED INFORMATION IN THE CLINICAL STUDIES SECTION RELATED TO THE LOSS AND RECOVERY OF BONE MINERAL DENSITY IN ADOLESCENT GIRLS DURING AND FOLLOWING THE USE OF DEPO-PROVERA CONTRACEPTIVE INJECTION,2013
11211,M-97,LABELING CHANGES IN RESPONSE TO PEDIATRIC STUDIES -NOT INDICATED FOR USE IN PEDIATRIC POPULATION,2013
11212,M-98,NEW INFORMATION FROM A STUDY WHICH EVALUATED THE SAFETY AND EFFICACY OF FAMVIR IN TREATING RECURRENT GENITAL HERPES IN IMMUNOCOMPETENT BLACK/AFRICAN AMERICAN SUBJECTS.,2013
11213,M-99,ADDITION OF FINDINGS FROM A SINGLE PEDIATRIC CLINICAL TRIAL (P04292) OF NASONEX NASAL SPRAY IN THE TREATMENT OF NASAL POLYPS IN PATENTS 6 TO <18 YEARS OF AGE TO THE PACKAGE INSERT.,2013
11214,M-100,INFORMATION ADDED TO LABEL BASED UPON COMPLETED CLINICAL TRIAL REPORTS,2013
11215,M-101,INCLUSION OF DATA FROM AN ADDITIONAL 19 SUBJECTS WITH HYPERCALCEMIA FROM PARATHYROID CARCINOMA TO THE INFORMATION CURRENTLY PRESENTED IN THE LABEL,2013
11216,M-102,"INFORMATION FROM PEDIATRIC STUDY REPORT ML16633, ""INTRAVENOUS GRANISETRON (KYTRIL) IN THE PREVENTION OF POST-OPERATIVE NAUSEA AND VOMITING (PONV) IN PEDIATRIC SUBJECTS UNDERGOING TONSILLECTOMY OR ADENOTONSILLECTOMY.""",2013
11217,M-103,"SAFETY, EFFICACY AND PHARMACOKINETIC INFO FOR FASLODEX IN THE PEDIATRIC POPULATION, SPECIFICALLY FOR GIRLS WITH PROGRESSIVE PRECOCIOUS PUBERTY ASSOCIATED WITH MCCUNE-ALBRIGHT SYNDROME ADDED TO THE PEDIATRIC USE SECTION OF THE LABELING",2013
11218,M-104,INFORMATION ADDED TO DOSING AND ADMINISTRATION REGARDING A 26 WEEK STUDY,2013
11219,M-105,"NEW LANGUAGE ADDED TO CLINICAL STUDIES REGARDING USE IN SMOKERS WITH CARDIOVASCULAR DISEASE, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, AND USE ACCORDING TO AN ALTERNATIVE SET OF DIRECTIONS FOR SETTING A QUIT DATE",2013
11220,M-106,ADDITION OF THE T1-WEIGHTED GD-ENHANCED LESION EFFICACY VARIABLE IN THE CLINICAL STUDIES SECTION 14 OF THE PACKAGE INSERT,2013
11221,M-107,"INFORMATION TO THE CLINICAL STUDIES SECTION OF THE LUPRON DEPOT-PED,1-MONTH,BASED UPON THE PHASE 3/4 COMPLETED CLINICAL STUDY REPORT FOR STUDY M90-516, ENTITLED ""STUDY OF LUPRON DEPOT IN THE TREATMENT OF CENTRAL PRECOCIOUS PUBERTY"".",2013
11222,M-108,CHANGES ARE BASED ON RESULTS FROM STUDY CV181057,2013
11223,M-109,CHANGES TO THE PACKAGE INSERT TO REFLECT THE RESULTS OF THE STUDY OF HEART AND RENAL PROTECTION (SHARP) TRIAL,2013
11224,M-110,CHANGES TO THE PACKAGE INSERT TO REFLECT THE RESULTS OF THE STUDY OF HEART AND RENAL PROTECTION (SHARP) TRIAL,2013
11225,M-111,LABELING CHANGES BASED ON STUDY HW80-EW-GWCI ENTITLED A PLACEBO AND POSITIVE CONTROLLED STUDY OF THE ELECTROPHYSIOLOGICAL EFFECTS OF A SINGLE 10 MCG DOSE OF EXENATIDE ON THE 12 LEAD ELECTROCARDIOGRAM QT INTERVAL IN HEALTHY SUBJECTS,2013
11226,M-112,REVISIONS TO THE PEDIATRIC USE SECTION OF THE PACKAGE INSERT TO ADD INFORMATION FROM A PEDIATRIC STUDY IN PATIENTS AGED 12 YEARS TO LESS THAN 18 YEARS OF AGE WITH RECURRENT HERPES LABIALIS,2013
11227,M-113,LABELING CHANGES BASED ON STUDY H80-US-GWCO ENTITLED A RANDOMIZED TRIAL COMPARING EXENATIDE WITH PLACEBO IN SUBJECTS WITH TYPE 2 DIABETES ON INSULIN GLARGINE WITH OR WITHOUT ORAL ANTIHYPERGLYCEMIC MEDICATIONS,2013
11228,M-114,CHANGES IN SECTION 14 OF THE PACKAGE INSERT TO INCLUDE DATA FROM THE SWITCHMRK STUDIES (SWITCH OF SUPPRESSED SUBJECTS FROM LOPINAVIR/RITONAVIR TO RALTEGRAVIR),2013
11229,M-115,"REVISIONS TO THE PI BASED ON RESULTS FROM STUDY NN2211-1842, ENTITLED THE EFFECT OF INSULIN DETEMIR IN COMBINATION WITH LIRAGLUTIDE AND METFORMIN COMPARED TO LIRAGLUTIDE AND METFORMIN IN SUBJECTS WITH TYPE 2 DIABETES",2013
11230,M-116,LABELING CHANGES BASED ON RESULTS FROM CLINICAL STUDY 01-06-TL-OPIMET-008,2013
