,use_code,use_code_desc,edition
13431,U-1,PREVENTION OF PREGNANCY,2015
13432,U-2,TREATMENT OR PROPHYLAXIS OF ANGINA PECTORIS AND ARRHYTHMIA,2015
13433,U-3,TREATMENT OF HYPERTENSION,2015
13434,U-4,PROVIDING PREVENTION AND TREATMENT OF EMESIS AND NAUSEA IN MAMMALS,2015
13435,U-5,METHOD OF PRODUCING BRONCHODILATION,2015
13436,U-6,METHOD OF PRODUCING SYMPATHOMIMETIC EFFECTS,2015
13437,U-7,INCREASING CARDIAC CONTRACTILITY,2015
13438,U-8,ACUTE MYOCARDIAL INFARCTION,2015
13439,U-9,CONTROL OF EMESIS ASSOCIATED WITH ANY CANCER CHEMOTHERAPY AGENT,2015
13440,U-10,DIAGNOSTIC METHOD FOR DISTINGUISHING BETWEEN HYPOTHALMIC MALFUNCTIONS OR LESIONS IN HUMANS,2015
13441,U-11,TREATMENT OR PROPHYLAXIS OF CARDIAC DISORDERS,2015
13442,U-12,METHOD OF TREATING [A] HUMAN SUFFERING FROM DEPRESSION,2015
13443,U-13,A METHOD FOR TREATING ANXIETY IN A HUMAN SUBJECT IN NEED OF SUCH TREATMENT,2015
13444,U-14,ADJUNCTIVE THERAPY FOR THE PREVENTION AND TREATMENT OF HYPERAMMONEMIA IN THE CHRONIC MANAGEMENT OF PATIENTS WITH UREA CYCLE ENZYMOPATHIES,2015
13445,U-15,METHOD OF LOWERING INTRAOCULAR PRESSURE,2015
13446,U-16,USE IN LUNG SCANNING PROCEDURES,2015
13447,U-17,TREATMENT OF VENTRICULAR AND SUPRAVENTRICULAR ARRHYTHMIAS,2015
13448,U-18,METHOD FOR INHIBITING GASTRIC SECRETION IN MAMMALS,2015
13449,U-19,TREATMENT OF INFLAMMATION,2015
13450,U-20,A PROCESS FOR TREATING A PATIENT SUFFERING FROM PARKINSON'S SYNDROME AND IN NEED OF TREATMENT,2015
13451,U-21,TREATMENT OF HUMANS SUFFERING UNDESIRED UROTOXIC SIDE EFFECTS CAUSED BY CYTOSTATICALLY ACTIVE ALKYLATING AGENTS,2015
13452,U-22,"METHOD OF COMBATTING PATHOLOGICALLY REDUCED CEREBRAL FUNCTIONS AND PERFORMANCE WEAKNESSES, CEREBRAL INSUFFICIENCY AND DISORDERS IN CEREBRAL CIRCULATION AND METABOLISM IN WARM-BLOODED ANIMALS",2015
13453,U-23,METHOD FOR TREATING PROSTATIC CARCINOMA COMPRISING ADMINISTERING FLUTAMIDE,2015
13454,U-24,METHOD FOR TREATING PROSTATE ADENOCARCINOMA COMPRISING ADMINISTERING AN ANTIANDROGEN INCLUDING FLUTAMIDE AND AN LHRH AGONIST,2015
13455,U-25,REDUCING CHOLESTEROL IN CHOLELITHIASIS PATIENTS,2015
13456,U-26,REDUCING CHOLESTEROL GALLSTONES AND/OR FRAGMENTS THEREOF,2015
13457,U-27,DISSOLVING CHOLESTEROL GALLSTONES AND/OR FRAGMENTS THEREOF,2015
13458,U-28,"CEREBRAL, CORONARY, PERIPHERAL, VISCERAL AND RENAL ARTERIOGRAPHY, AORTOGRAPHY AND LEFT VENTRICULOGRAPHY",2015
13459,U-29,"CT IMAGING OF THE HEAD AND BODY, AND INTRAVENOUS EXCRETORY UROGRAPHY",2015
13460,U-30,"CEREBRAL ANGIOGRAPHY, AND VENOGRAPHY",2015
13461,U-31,INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY,2015
13462,U-32,"PALLIATIVE TREATMENT OF PATIENTS WITH OVARIAN CARCINOMA RECURRENT AFTER PRIOR CHEMOTHERAPY, INCLUDING PATIENTS WHO HAVE BEEN PREVIOUSLY TREATED WITH CISPLATIN",2015
13463,U-33,TREATING VIRAL INFECTIONS IN A MAMMAL,2015
13464,U-34,TREATING VIRAL INFECTIONS IN A WARM-BLOODED ANIMAL,2015
13465,U-35,TREATING CYTOMEGALOVIRUS IN A HUMAN WITH AN INJECTABLE COMPOSITION,2015
13466,U-36,METHODS OF TREATING BACTERIAL ILLNESSES,2015
13467,U-37,METHOD OF TREATING GASTROINTESTINAL DISEASE,2015
13468,U-38,TREATMENT OF PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA,2015
13469,U-39,ANGINA PECTORIS,2015
13470,U-40,METHOD OF TREATMENT OF BURNS,2015
13471,U-41,METHOD OF TREATING CARDIAC ARRHYTHMIAS,2015
13472,U-42,ADJUVANT TREATMENT IN COMBINATION WITH FLUOROURACIL AFTER SURGICAL RESECTION IN PATIENTS WITH DUKES' STAGE C COLON CANCER,2015
13473,U-43,MANAGEMENT OF CHRONIC PAIN IN PATIENTS REQUIRING OPIOID ANALGESIA,2015
13474,U-44,RELIEF OF NAUSEA AND VOMITING,2015
13475,U-45,TREATMENT OF INFLAMMATION AND ANALGESIA,2015
13476,U-46,TREATMENT OF PANIC DISORDER,2015
13477,U-47,STIMULATION OF THE RELEASE OF GROWTH HORMONE,2015
13478,U-48,ANALGESIA,2015
13479,U-49,SYMPTOMATIC CANCER-RELATED HYPERCALCEMIA,2015
13480,U-50,USE IN TREATING INFLAMMATORY DERMATOSES,2015
13481,U-51,"BLOOD POOL IMAGING, INCLUDING CARDIAC FIRST PASS AND GATED EQUILIBRIUM IMAGING AND FOR DETECTION OF SITES OF GASTROINTESTINAL BLEEDING",2015
13482,U-52,TREATMENT OF ADULT AND PEDIATRIC PATIENTS(OVER SIX MONTHS OF AGE) WITH ADVANCED HIV INFECTION,2015
13483,U-53,HYPERCALCEMIA OF MALIGNANCY,2015
13484,U-54,REVERSAL AGENT OR ANTAGONIST OF NONDEPOLARIZING NEUROMUSCULAR BLOCKING AGENTS,2015
13485,U-55,TREATMENT OF PAIN,2015
13486,U-56,AID TO SMOKING CESSATION,2015
13487,U-57,OPHTHALMIC USE OF NORFLOXACIN,2015
13488,U-58,METHOD OF TREATING INFLAMMATORY INTESTINAL DISEASES,2015
13489,U-59,METHOD OF TREATING HYPERCHOLESTEROLEMIA,2015
13490,U-60,NASAL ADMINISTRATION OF BUTORPHANOL,2015
13491,U-61,CEREBRAL AND PERIPHERAL ARTERIOGRAPHY AND CT IMAGING OF THE HEAD,2015
13492,U-62,"CORONARY ARTERIOGRAPHY, LEFT VENTRICULOGRAPHY, CT IMAGING OF THE BODY, INTRAVENOUS EXCRETORY UROGRAPHY, INTRAVENOUS DIGITAL SUBTRACTION ANGIOGRAPHY AND VENOGRAPHY",2015
13493,U-63,ISOPRENALINE ANTAGONISM ON THE HEART RATE OR BLOOD PRESSURE,2015
13494,U-64,TREATMENT OF VIRAL INFECTIONS,2015
13495,U-65,METHOD OF TREATMENT OF A PATIENT INFECTED WITH HIV,2015
13496,U-66,TRIPHASIC REGIMEN,2015
13497,U-67,METHOD OF INDUCING ANESTHESIA IN A WARM BLOODED ANIMAL,2015
13498,U-68,TREATMENT OF ACTINIC KERATOSIS,2015
13499,U-69,TREATMENT OF PNEUMOCYSTIS CARINII INFECTIONS,2015
13500,U-70,TREATMENT OF TRANSIENT INSOMNIA,2015
13501,U-71,METHOD OF TREATMENT OF HEART FAILURE,2015
13502,U-72,TREATMENT OF MIGRAINE,2015
13503,U-73,METHOD OF TREATING DISEASES OR INFECTIONS CAUSED BY MYCETES,2015
13504,U-74,METHOD OF PROVIDING HYPNOTIC EFFECT,2015
13505,U-75,RELIEF OF OCULAR ITCHING DUE TO SEASONAL ALLERGIC CONJUNCTIVITIS,2015
13506,U-76,USE TO IMAGE A SUBJECT WITH A MAGNETIC RESONANCE IMAGING SYSTEM,2015
13507,U-77,TREATMENT OF SYMPTOMS OF SEASONAL ALLERGIC RHINITIS,2015
13508,U-78,ULCERATIVE COLITIS,2015
13509,U-79,SYMPTOMATIC TREATMENT OF PATIENTS WITH NOCTURNAL HEARTBURNDUE TO GERD,2015
13510,U-80,METHOD OF TREATING OCULAR BACTERIAL INFECTIONS,2015
13511,U-81,RELIEF OF SYMPTOMS ASSOCIATED WITH SEASONAL ALLERGIC RHINITIS,2015
13512,U-82,TREATMENT FOR DEMENTIA IN PATIENTS WITH ALZHEIMER'S DISEASE,2015
13513,U-83,TREATMENT OF SEIZURES,2015
13514,U-84,A METHOD OF BLOCKING THE UPTAKE OF MONOAMINES BY BRAIN NEURONS IN ANIMALS,2015
13515,U-85,NASAL TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS,2015
13516,U-86,METHOD OF TREATING CERTAIN FORMS OF EPILEPSY,2015
13517,U-87,"METHOD FOR NONINVASIVE ADMINISTRATION OF SEDATIVES, ANALGESICS, AND ANESTHETICS",2015
13518,U-88,TREATMENT OF MODERATE PLAQUE PSORIASIS,2015
13519,U-89,TREATMENT OR PROPHYLAXIS OF EMESIS,2015
13520,U-90,TREATMENT OF PYSCHOTIC DISORDERS,2015
13521,U-91,ALTERNATIVE THERAPY TO TRIMETHOPRIM-SULFAMETHOXAZOLE FOR TREATMENT OF MODERATE-TO-SEVERE PNEUMOCYSTIS CARINII PNEUMONIA IN IMMUNOCOMPROMISED AND AIDS PATIENTS,2015
13522,U-92,TREATMENT OF DIABETIC NEPHROPATHY IN PATIENTS WITH TYPE I INSULIN DEPENDENT DIABETES MELLITUS AND RETINOPATY,2015
13523,U-93,USE AS AN ANTIHISTAMINE/DECONGESTANT,2015
13524,U-94,"TREATMENT-ADULTS W/ ADVANCED HIV,INTOLERANT OF APPROVED THERAPIES,INTOLERANT OF APPROVED THERAPIES W/PROVEN BENEFIT OR HAVE EXPERIENCED CLINICAL/IMMUNOLOGICAL DETERIORATION WHILE RECEIVING..OR FOR WHOM SUCH THERAPIES-CONTRAINDICATED",2015
13525,U-95,SHORT TERM MANAGEMENT OF MODERATE PRURITIS IN ADULTS WITH ATOPIC DERMATITIS AND LICHEN SIMPLEX CHRONICUS,2015
13526,U-96,METHOD OF TREATING VARICELLA ZOSTER (SHINGLES) INFECTIONS,2015
13527,U-97,A METHOD OF TREATING A PATIENT IN NEED OF MEMORY ENHANCEMENT,2015
13528,U-98,A METHOD OF INDUCING REGRESSION OF LEUKEMIA CELL GROWTH IN A MAMMAL,2015
13529,U-99,METHOD OF PROVIDING POTASSIUM TO A SUBJECT IN NEED OF POTASSIUM,2015
13530,U-100,METHOD OF TREATING OCULAR INFLAMMATION,2015
13531,U-101,ADJUNCT TO CONVENTIONAL CT OR MRI IMAGING IN THE LOCALIZATION OF STROKE IN PATIENTS IN WHOM STROKE HAS ALREADY BEEN DIAGNOSED,2015
13532,U-102,METHOD OF HORMONALLY TREATING MENOPAUSAL OR POST-MENOPAUSAL DISORDERS IN WOMEN,2015
13533,U-103,TREATMENT OF OCULAR HYPERTENSION,2015
13534,U-104,TREATMENT OF AQUEOUS HUMOR FORMATION AND INTRAOCULAR PRESSURE,2015
13535,U-105,EMESIS,2015
13536,U-106,TREATMENT OF EPILEPSY,2015
13537,U-107,TREATMENT OF HYPERTENSION AND ANGINA PECTORIS,2015
13538,U-108,"SHORT-TERM TREATMENT OF ACTIVE DUODENAL ULCER, GASTROESOPHAGEAL REFLUX DISEASE (GERD), SEVERE EROSIVE ESOPHAGITIS, POORLY RESPONSIVE SYMPTOMATIC GERD AND PATHOLOGIAL HYPERSECRETORY CONDITIONS AND MAINTENANCE HEALING OF EROSIVE ESOPHAGITIS",2015
13539,U-109,ADJUNCT DIET IN THE TX OF ELEVATED TOTAL CHOLESTEROL AND LDL-C LEVELS IN PTS W/PRIMARY HYPERCHOLESTEROLEMIA WHOSE RESPONSE TO DIETARY RESTRICTION OF SAT FAT AND CHOLESTEROL AND OTHER NONPHARMACOLOGICAL MEASURES HAS NOT BEEN ADEQUATE,2015
13540,U-110,USE AS A RETRIEVABLE PERSSARY,2015
13541,U-111,DIABETES,2015
13542,U-112,CONTRACEPTION,2015
13543,U-113,METHOD OF CONDUCTING RADIOLOGICAL EXAMINATION OF A PATIENT BY ADMINISTERING TO SAID PATIENT A RADIOPAQUE AMOUNT OF IOPROMIDE,2015
13544,U-114,USE FOR INHIBITING BONE RESORPTION,2015
13545,U-115,"USE OF VASODILATORS TO EFFECT AND ENHANCE AN ERECTION (AND THUS TREAT ERECTILE DYSFUNCTION), BY INJECTION INTO THE PENIS",2015
13546,U-116,METHOD OF MYOCARDIAL IMAGING,2015
13547,U-117,TREATMENT OF OCULAR ALLERGIC RESPONSE IN HUMAN EYES,2015
13548,U-118,METHOD OF LOWERING BLOOD SUGAR LEVEL,2015
13549,U-119,TREATMENT OF NASAL HYPERSECRETION,2015
13550,U-120,CONTROLLING OR PREVENTING POST-OPERATIVE INTRAOCULAR PRESSURE RISES ASSOCIATED WITH OPHTHALMIC LASER SURGICAL PROCEDURES,2015
13551,U-121,METHOD OF TREATING CONDITIONS MEDIATED THROUGH HISTAMINE H2-RECEPTORS,2015
13552,U-122,A THERAPEUTIC METHOD FOR CONTROLLING THROMBOSIS,2015
13553,U-123,METHOD FOR CONTROLLING THROMBOSIS AND DECREASING BLOOD HYPERCOAGULATION AND HEMORRHAGING RISKS,2015
13554,U-124,TREATMENT OF ACNE,2015
13555,U-125,TREATMENT NEUROGENERATIVE DISEASES,2015
13556,U-126,TREATMENT OF GASTRITIS,2015
13557,U-127,METHOD OF PRODUCING NEUROMUSCULAR BLOCKADE,2015
13558,U-128,METHOD FOR TREATMENT OF TUMORS,2015
13559,U-129,METHOD TO DESTROY OR IMPAIR TARGET CELLS,2015
13560,U-130,MANAGEMENT OF PATIENTS WITH MASTOCYTOSIS,2015
13561,U-131,PHOTODAMAGED SKIN,2015
13562,U-132,INHIBITING HIV PROTEASE,2015
13563,U-133,MANAGEMENT OF OBESITY INCLUDING WEIGHT LOSS AND MAINTENANCE IN PATIENTS ON A REDUCED-CALORIE DIET,2015
13564,U-134,TREATMENT OF ACNE VULGARIS,2015
13565,U-135,ANTITUMOR AGENT,2015
13566,U-136,PROCESS FOR WASTE NITROGEN REMOVAL,2015
13567,U-137,METHOD OF TREATING BACTERIAL VAGINOSIS,2015
13568,U-138,TREATMENT OF ALLERGIC RHINITIS,2015
13569,U-139,TREATMENT OF ALLERGIC REACTIONS,2015
13570,U-140,USE OF NORVIR TO INHIBIT HIV PROTEASE OR TO INHIBIT AN HIV INFECTION,2015
13571,U-141,TREATMENT OF ULCERATIVE COLITIS,2015
13572,U-142,METHOD OF TREATING ALLERGIC REACTIONS IN A MAMMAL BY USING THIS ACTIVE METABOLITE,2015
13573,U-143,BIODEGRADABLE SUPERPARAMAGNETIC METAL OXIDES AS CONTRAST AGENTS FOR MR IMAGING,2015
13574,U-144,BIOLOGICALLY DEGRADABLE SUPERPARAMAGNETIC MATERIALS FOR USE IN CLINICAL APPLICATIONS,2015
13575,U-145,BIOLOGICALLY DEGRADABLE SUPERPARAMAGNETIC PARTICLES FOR USE AS NUCLEAR MAGNETIC RESONANCE IMAGING AGENTS,2015
13576,U-146,METHOD OF TREATING SUSCEPTIBLE NEOPLASMS IN MAMMALS,2015
13577,U-147,DETECTION OF GASTROINTESTINAL DISORDERS AND THE SUBSEQUENT BREATH COLLECTION AND MEASUREMENT OF 13CO2,2015
13578,U-148,DEVICE FOR COLLECTING A BREATH SAMPLE,2015
13579,U-149,"METHOD OF TREATING AN ANIMAL, INCLUDING A HUMAN SUFFERING FROM OR SUSCEPTIBLE TO PSYCHOSIS, ACUTE MANIA OR MILD ANXIETY STATES",2015
13580,U-150,METHOD OF USE FOR CONTROLLING HYPERGLYCEMIA BY ADMINISTRATION OF THIS SUSTAINED RELEASE DOSAGE FORM OF GLIPIZIDE,2015
13581,U-151,RELIEF OF SYMPTOMS OF THE COMMON COLD,2015
13582,U-152,METHOD OF TREATING ANXIETY RELATED DISORDERS INCLUDING OBSESSIVE COMPULSIVE DISORDER,2015
13583,U-153,TREATMENT OF INITIAL EPISODE GENITAL HERPES,2015
13584,U-154,METHOD OF TREATING ANIMALS SUFFERING FROM AN APPETITE DISORDER,2015
13585,U-155,TREATMENT OF ERECTILE DYSFUNCTION,2015
13586,U-156,METHOD OF PROVIDING ANESTHESIA,2015
13587,U-157,TREATMENT OF A HUMAN SUFFERING FROM VITAMIN B12 DEFICIENCY,2015
13588,U-158,ANGINA,2015
13589,U-159,TREATMENT OF INTERSTITIAL CYSTITIS,2015
13590,U-160,TREATMENT OF BACTERIAL INFECTIOUS DISEASE,2015
13591,U-161,METHOD OF INHIBITING CHOLESTEROL BIOSYNTHESIS IN A PATIENT,2015
13592,U-162,METHOD OF USE TO INHIBIT CHOLESTEROL SYNTHESIS IN A HUMAN SUFFERING FROM HYPERCHOLESTEROLEMIA,2015
13593,U-163,METHOD OF USING TROGLITAZONE TO TREAT IMPAIRED GLUCOSE TOLERANCE TO PREVENT OR DELAY THE ONSET OF NONINSULIN-DEPENDENT DIABETES MELLITUS,2015
13594,U-164,METHOD OF USING TROGLITAZONE TO PREVENT OR DELAY THE ONSET OF NONINSULIN-DEPENDENT DIABETES MELLITUS IN A DEFINED POPULATION OF PATIENTS,2015
13595,U-165,TREATMENT OF SYMPTOMATIC BENIGN PROSTATIC HYPERPLASIA,2015
13596,U-166,TREATMENT OF H.PYLORI-ASSOCIATED DUODENAL ULCER,2015
13597,U-167,METHOD FOR TREATING HIV-1 INFECTION,2015
13598,U-168,METHOD OF INHIBITING LIPOXYGENASE ACTIVITY IN A MAMMAL WHICH IS THE MODE OF ACTION IN THE TREATMENT OF ASTHMA,2015
13599,U-169,METHODS OF USING THE COMPOUND/DRUG PRODUCT AS A CONTRAST AGENT IN MAGNETIC RESONANCE IMAGING,2015
13600,U-170,METHOD OF OBTAINING AN MR IMAGE USING THE COMPOSITION/DRUG PRODUCT AS A CONTRAST AGENT,2015
13601,U-171,METHODS OF USING THE COMPOUND/DRUG PRODUCT AS AN ORAL CONTRAST AGENT IN MAGNETIC RESONANCE IMAGING OF THE GASTROINTESTINAL TRACT,2015
13602,U-172,TREATMENT OF GENITAL WARTS,2015
13603,U-173,ADMINISTRATION TO A HOST SUFFERING FROM GESTATIONAL DIABETES,2015
13604,U-174,USE AS AN ANTIHISTAMINE AGENT,2015
13605,U-175,METHOD OF TREATING MALIGNANT TUMORS,2015
13606,U-176,"METHOD OF TREATING A PATIENT SUFFERING FROM LISTED CONDITIONS, INCLUDING SPECIFIC PSYCHOSES",2015
13607,U-177,FUNGICIDE,2015
13608,U-178,FACILITATED ADHERENCE OF AGENTS TO SKIN,2015
13609,U-179,ENHANCED CUTANEOUS PENETRATION OF A DERMALLY-APPLIED PHARMACOLOGICALLY ACTIVE AGENT,2015
13610,U-180,TREATMENT OF ADULT AND PEDIATRIC PATIENTS (OVER 6 MONTHS OF AGE) WITH ADVANCED HIV INFECTION,2015
13611,U-181,PRODUCING ALPHA ADRENERGIC ANTAGONISTIC ACTION IN A HOST,2015
13612,U-182,USE OF SALMETEROL IN PATIENTS WITH REVERSIBLE AIRWAY OBSTRUCTION,2015
13613,U-183,TREATMENT OF CONDITIONS CAUSED BY DISTURBANCE OF NEURONAL 5HT FUNCTION,2015
13614,U-184,TREATING ALLERGIC EYE DISEASES IN HUMANS,2015
13615,U-185,METHOD OF TREATING HYPERTENSION,2015
13616,U-186,METHOD FOR TREATING GI DISORDERS CAUSED BY H.RYLORI WHICH COMPRISES ADMINISTRATION OF RANITIDINE BISMUTH CITRATE AND CLARITHROMYCIN FOR A GREATER THAN ADDITIVE EFFECT,2015
13617,U-187,THERAPEUTIC TREATMENT OF CALCIFIC TUMORS,2015
13618,U-188,TREATMENT OF H.PYLORI ASSOCIATED DUODENAL ULCER,2015
13619,U-189,ENHANCEMENT OF THE BIOAVAILABILITY OF THE DRUG SUBSTANCE,2015
13620,U-190,USE OF RITONAVIR IN COMBINATION WITH ANY REVERSE TRANSCRIPTASE INHIBITOR,2015
13621,U-191,METHOD OF TREATMENT FOR CONTROLLING AND LOWERING INTRAOCULAR PRESSURE IN A HUMAN,2015
13622,U-192,USE IN TREATING ALLERGIC REACTIONS,2015
13623,U-193,PSORIASIS,2015
13624,U-194,TREATING ANGINA PECTORIS AND HIGH BLOOD PRESSURE,2015
13625,U-195,METHOD FOR THE DIAGNOSIS OF GASTROINTESTINAL DISORDERS BY UREA ISOTOAC OR NITROGEN LABELED CARBON,2015
13626,U-196,TREATMENT OF METASTATIC BREAST CANCER IN POSTMENOPAUSAL WOMEN WITH ESTROGEN RECEPTOR POSITIVE TUMORS,2015
13627,U-197,USE IN COMBINATION WITH CERTAIN LHRH ANALOGUES FOR THE TREATMENT OF ADVANCED PROSTATE CANCER,2015
13628,U-198,"TREATMENT METASTATIC CARCINOMA OF OVARY AFTER 1ST LINE FAILURE OR SUBSQUENT CHEMOTHERAPY, TREATMENT OF BREAST CANCER AFTER FAILURE OF COMBINATION CHEMOTHERAPY FOR METASTATIC DISEASE AND 2ND LINE TREATMENT OF AIDS RELATED KAPOSI'S SARCOMA",2015
13629,U-199,METHOD OF TREATING INFECTIOUS UPPER GI TRACT DISORDERS CAUSED BY CAMPYLOBACTER PYLORIDIS INFECTION COMPRISING ADMINISTRATION OF A BISMUTH AGENT AND AN ANTIMICROBIAL AGENT,2015
13630,U-200,METHOD OF TREATING GI DISORDERS COMPRISING ADMINISTRATION OF A BISMUTH-CONTAINING AGENT AND H2 RECEPTOR BLOCKING ANTI-SECRETORY AGENT,2015
13631,U-201,METHOD OF TREATING GI DISORDERS COMPRISING ADMINISTRATION OF CAMPYLOBACTER-INHIBITING ANTIMICROBIAL AGENT AND H2 RECEPTOR BLOCKING ANTI-SECRETORY AGENT,2015
13632,U-202,"METHOD OF TREATING PEPTIC ULCER DISEASE CAUSED BY CAMPYLOBACTER PYLORIDIS COMPRISING ORAL ADMINISTRATION OF 50 TO 5,000MG BISMUTH DAILY FOR 3-56 DAYS",2015
13633,U-203,TREATMENT OF ADVANCED BREAST CANCER IN POSTMENOPAUSAL WOMEN WITH DISEASE PROGRESSION FOLLOWING ANTIESTROGEN THERAPY,2015
13634,U-204,USE OF TAXOL IN COMBINATION WITH G-CSF FOR TREATMENT OF PATIENTS WITH AIDS-RELATED KAPOSI'S SARCOMA,2015
13635,U-205,METHOD FOR TREATING HEARTBURN,2015
13636,U-206,"METHOD OF USING FSH ALONE, WITHOUT THE PRESENCE OF EXOGENEOUS LH, IN IN VITRO FERTILIZATION",2015
13637,U-207,USE AS NASAL SPRAY,2015
13638,U-208,VAGINAL ADMINISTRATION USING SPECIFIED FORMULATION,2015
13639,U-209,VAGINAL ADMINISTRATION OF PROGESTERONE USING SPECIFIED FORMULATION,2015
13640,U-210,METHOD OF TREATING CONGESTIVE HEART FAILURE,2015
13641,U-211,USE IN PATIENTS WITH REVERSIBLE AIRWAY OBSTRUCTION,2015
13642,U-212,METHOD OF TREATMENT OF PARKINSON'S DISEASE,2015
13643,U-213,METHOD OF INHIBITING CHOLESTEROL BIOSYNTHESIS AND TREATING HYPERCHOLESTEROLEMIA AND METHOD FOR TREATING HYPERLIPIDEMIA,2015
13644,U-214,USE AS A BLOOD GLUCOSE-LOWERING AGENT,2015
13645,U-215,TREATMENT OF EPILEPSY TWICE DAILY. TREATING A PATIENT BY ADMINISTERING CARBAMAZEPINE IN A DOSAGE FORM CAPABLE OF MAINTAINING BLOOD CONCENTRATION FROM 4-12MCG/ML OVER 12 HOURS,2015
13646,U-216,"TREATMENT OF ADENOCARCINOMA, INCLUDING STAGE B2-C BY ADMINISTERING AN AGONIST OF LH-RH AND FLUTAMIDE",2015
13647,U-217,METHOD OF PRODUCING ANESTHESIA,2015
13648,U-218,METHOD FOR LIMITING THE POTENTIAL FOR MICROBIAL GROWTH IN THE DRUG PRODUCT,2015
13649,U-219,TREATMENT OF PARKINSON'S DISEASE,2015
13650,U-220,METHOD OF DIAGNOSIS,2015
13651,U-221,SELECTIVE VASODILATION BY CONTINUOUS ADENOSINE INFUSION,2015
13652,U-222,METHOD OF TREATING PAGET'S DISEASE USING ACTONEL,2015
13653,U-223,TREATMENT OF BACTERIAL CONJUNCTIVITIS CAUSED BY SUSCEPTIBLE STRAINS OF MICROORGANISMS,2015
13654,U-224,CONTROLLING INTRAOCULAR PRESSURE,2015
13655,U-225,METHOD FOR DELIVERY,2015
13656,U-226,METHOD OF ENHANCING THE DISSOLUTION PROFILE OF A PHARMACEUTICAL FROM A SOLID DOSAGE FORM CONTAINING THE PHARMACEUTICAL AND SIMETHICONE,2015
13657,U-227,NASAL ADMINISTRATION,2015
13658,U-228,ASTHMA,2015
13659,U-229,CARDIAC INSUFFICIENCY (CONGESTIVE HEART FAILURE),2015
13660,U-230,PREVENTION OF ACUTE CARDIAC ISCHEMIC EVENTS,2015
13661,U-231,USE IN PARKINSON'S DISEASE,2015
13662,U-232,METHOD OF TREATING MIGRAINE,2015
13663,U-233,DECREASING MORTALITY CAUSED BY CONGESTIVE HEART FAILURE,2015
13664,U-234,METHOD OF USING RIBAVIRIN TO TREAT VIRAL INFECTIONS IN MAMMALS,2015
13665,U-235,METHOD OF MODULATING TH1 AND TH2 RESPONSE IN ACTIVATED T CELLS OF A HUMAN COMPRISING ADMINISTERING RIBAVIRIN TO THE T CELLS IN A DOSAGE WHICH PROMOTES THE TH1 RESPONSE AND SUPPRESSES THE TH2 RESPONSE,2015
13666,U-236,TREATING MALE PATTERN BALDNESS WITH 0.05 TO 3.0MG/DAY,2015
13667,U-237,METHOD OF PERFORMING NMR IMAGING WITH A PATIENT COMPRISING ADMINISTERING TO THE PATIENT AN EFFECTIVE AMOUNT OF CONTRAST AGENT DISCLOSED IN THE CLAIMS,2015
13668,U-238,"IMAGING A BODY TISSUE AND SUBJECTING TO NMR TOMOGRAPHY, ADMINISTERING AN AMOUNT OF PHARMACEUTICAL AGENT FOR AFFECTING THE RELAXATION TIMES OF ATOMS IN BODY TISSUES UNDERGOING NMR DIAGNOSIS, WHEREBY THE IMAGE CONTRAST IN ENHANCED....",2015
13669,U-239,"TREATING OR CONTROLLING OCULAR INFLAMATION WHICH COMPRISES TOPICALLY ADMINISTERING TO AFFECTED EYE A COMPOSITION COMPRISING AN NSAID, A POLYMERIC QUATERNARY AMMONIUM COMPOUND AND BORIC ACID",2015
13670,U-240,TREATMENT OF ACUTE MIGRAINE ATTACKS,2015
13671,U-241,"FOR SHORT-TERM TREATMENT ACTIVE DUODENAL ULCER, MAINTENANCE THERAPY FOR DUODENAL ULCER PATIENTS AT REDUCED DOSAGE AFTER HEALING OF ACTIVE ULCER, SHORT-TERM TREATMENT ACTIVE BENIGN GASTRIC ULCER & GERD, PATHOLOGICAL HYPERSECRETORY CONDITIONS",2015
13672,U-242,USE OF FOLLITROPIN ALPHA ALONE IN IN-VITRO FERTILIZATION,2015
13673,U-243,TOPICAL ADMINISTRATION,2015
13674,U-244,PLATELET AGGREGATION INHIBITORS,2015
13675,U-245,TREATMENT OF SEBORRHEA DERMATITIS IN HUMANS,2015
13676,U-246,PHOSPHATE BINDING,2015
13677,U-247,TREATMENT OF RHEUMATOID ARTHRITIS,2015
13678,U-248,TREATMENT OF HIV,2015
13679,U-249,METHOD OF TREATING ALLERGIC OR NON-ALLERGIC RHINITIS IN PATIENTS BY ADMINISTERING AEROSOLIZED PARTICLES OF MOMETASONE FUROATE,2015
13680,U-250,TREATMENT OF HEPATITIS B INFECTION,2015
13681,U-251,USE OF TROGLITAZONE IN COMBINATION WITH SULFONYLUREAS IN THE TREATMENT OF TYPE II DIABETES,2015
13682,U-252,METHOD OF TREATING A HUMAN SUBJECT HAVING GAUCHER'S DISEASE,2015
13683,U-253,ORAL TRANSMUCOSAL USE,2015
13684,U-254,USE OF AGGRASTAT IN COMBINATION WITH HEPARIN,2015
13685,U-255,IMPROVED WAKEFULNESS IN PATIENTS WITH EXCESSIVE DAYTIME SLEEPINESS ASSOCIATED WITH NARCOLEPSY,2015
